100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,Gb,MM_tag,N25,N50,N75,accession,assembly,basecaller,basecaller_model,basecaller_version,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_result,ntsm_score,path,platform,polymerase_version,quartile_25,quartile_50,quartile_75,read_N50,result,sample,sample_ID,seq_kit,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,Sample,Accession,familyID,Subpopulation,Superpopulation,Production Year
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18347.0,19941.0,21988.0,SRR23732289,N/A,N/A,N/A,N/A,N/A,SAMN33621955,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_220617_195135-bc1009.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG02976_lib1,single,size fractionation,GENOMIC,WGS,53116.0,20017.0,396.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220617_195135-bc1009.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,18072.0,19589.0,21498.0,N/A,N/A,N/A,HG02976,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,35.33,35330491836.0,1765009.0,N/A,HG02976,SAMN33621955,NG24,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17504.0,20673.0,25130.0,SRR29405818,N/A,N/A,N/A,N/A,N/A,SAMN41021703,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_240122_201558_s1.hifi_reads.bc1012.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03072_PB1_m84091_240122_201558_s1,single,size fractionation,GENOMIC,WGS,63436.0,20638.0,114.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240122_201558_s1.hifi_reads.bc1012.bam,PACBIO_SMRT,Revio P1,16770.0,19387.0,23268.0,N/A,N/A,N/A,HG03072,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,72.76,72760626031.0,3525553.0,N/A,HG03072,SAMN41021703,,MSL,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16266.0,20382.0,25318.0,SRR29405817,N/A,N/A,N/A,N/A,N/A,SAMN41021703,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_240311_165640_s2.hifi_reads.bc1012.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03072_PB1_m84091_240311_165640_s2,single,size fractionation,GENOMIC,WGS,77803.0,19233.0,86.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240311_165640_s2.hifi_reads.bc1012.bam,PACBIO_SMRT,Revio P1,14598.0,18306.0,22883.0,N/A,N/A,N/A,HG03072,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,89.67,89666821979.0,4661892.0,N/A,HG03072,SAMN41021703,,MSL,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16627.0,20884.0,25858.0,SRR29405816,N/A,N/A,N/A,N/A,N/A,SAMN41021703,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_240315_193817_s2.hifi_reads.bc1012.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03072_PB1_m84091_240315_193817_s2,single,size fractionation,GENOMIC,WGS,57237.0,19655.0,115.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240315_193817_s2.hifi_reads.bc1012.bam,PACBIO_SMRT,Revio P1,14915.0,18745.0,23432.0,N/A,N/A,N/A,HG03072,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,43.08,43084215319.0,2191963.0,N/A,HG03072,SAMN41021703,,MSL,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18477.0,22138.0,26903.0,SRR29405814,N/A,N/A,N/A,N/A,N/A,SAMN41021694,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_231113_170005_s1.hifi_reads.bc1008.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03108_PB1_m84091_231113_170005_s1,single,size fractionation,GENOMIC,WGS,64350.0,21758.0,156.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_231113_170005_s1.hifi_reads.bc1008.bam,PACBIO_SMRT,Revio P1,17455.0,20616.0,24894.0,N/A,N/A,N/A,HG03108,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,49.18,49182307712.0,2260373.0,N/A,HG03108,SAMN41021694,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18635.0,22455.0,27452.0,SRR29405813,N/A,N/A,N/A,N/A,N/A,SAMN41021694,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_231214_200959_s1.hifi_reads.bc1008.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03108_PB1_m84091_231214_200959_s1,single,size fractionation,GENOMIC,WGS,65917.0,22030.0,163.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_231214_200959_s1.hifi_reads.bc1008.bam,PACBIO_SMRT,Revio P1,17551.0,20828.0,25292.0,N/A,N/A,N/A,HG03108,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,61.87,61873183479.0,2808537.0,N/A,HG03108,SAMN41021694,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,15702.0,19375.0,23712.0,SRR29405812,N/A,N/A,N/A,N/A,N/A,SAMN41021694,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_240308_215845_s3.hifi_reads.bc1008.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03108_PB1_m84091_240308_215845_s3,single,size fractionation,GENOMIC,WGS,59387.0,18325.0,138.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_240308_215845_s3.hifi_reads.bc1008.bam,PACBIO_SMRT,Revio P1,14205.0,17621.0,21682.0,N/A,N/A,N/A,HG03108,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,85.74,85735358906.0,4678487.0,N/A,HG03108,SAMN41021694,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17895.0,20471.0,24342.0,SRR23732288,N/A,N/A,N/A,N/A,N/A,SAMN33621956,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64136_220619_164654-bc1010.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03195_lib1,single,size fractionation,GENOMIC,WGS,64535.0,20666.0,52.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220619_164654-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,17464.0,19472.0,23096.0,N/A,N/A,N/A,HG03195,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,34.9,34900743310.0,1688750.0,N/A,HG03195,SAMN33621956,NG58,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17921.0,20557.0,24463.0,SRR23732288,N/A,N/A,N/A,N/A,N/A,SAMN33621956,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64136_220617_195203-bc1010.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03195_lib1,single,size fractionation,GENOMIC,WGS,68687.0,20729.0,54.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220617_195203-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,17481.0,19529.0,23196.0,N/A,N/A,N/A,HG03195,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,38.39,38391026616.0,1851955.0,N/A,HG03195,SAMN33621956,NG58,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18042.0,20781.0,24628.0,SRR23732288,N/A,N/A,N/A,N/A,N/A,SAMN33621956,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64136_220621_134558-bc1010.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03195_lib1,single,size fractionation,GENOMIC,WGS,69884.0,20880.0,139.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220621_134558-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,17587.0,19710.0,23384.0,N/A,N/A,N/A,HG03195,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,32.83,32834403528.0,1572497.0,N/A,HG03195,SAMN33621956,NG58,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,21539.0,23799.0,26818.0,SRR23732288,N/A,N/A,N/A,N/A,N/A,SAMN33621956,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_220726_203720-bc1010.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03195_lib1,single,size fractionation,GENOMIC,WGS,57429.0,23841.0,894.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64043_220726_203720-bc1010.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,21102.0,23205.0,25986.0,N/A,N/A,N/A,HG03195,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,2.81,2810055296.0,117862.0,N/A,HG03195,SAMN33621956,NG58,ESN,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18363.0,20023.0,22169.0,SRR23732287,N/A,N/A,N/A,N/A,N/A,SAMN33621957,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_220726_203720-bc1008.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03225_lib1,single,size fractionation,GENOMIC,WGS,59173.0,20095.0,521.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220726_203720-bc1008.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,18057.0,19643.0,21619.0,N/A,N/A,N/A,HG03225,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,23.86,23862784465.0,1187476.0,N/A,HG03225,SAMN33621957,,MSL,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,19029.0,21243.0,24403.0,SRR23732287,N/A,N/A,N/A,N/A,N/A,SAMN33621957,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_220516_150157-bc1008.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03225_lib1,single,size fractionation,GENOMIC,WGS,56783.0,21296.0,83.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220516_150157-bc1008.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,18584.0,20581.0,23437.0,N/A,N/A,N/A,HG03225,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,28.64,28643913675.0,1344981.0,N/A,HG03225,SAMN33621957,,MSL,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,19060.0,21306.0,24500.0,SRR23732287,N/A,N/A,N/A,N/A,N/A,SAMN33621957,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_220518_120044-bc1008.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03225_lib1,single,size fractionation,GENOMIC,WGS,64236.0,21357.0,188.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220518_120044-bc1008.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,18611.0,20634.0,23516.0,N/A,N/A,N/A,HG03225,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,32.73,32725639816.0,1532258.0,N/A,HG03225,SAMN33621957,,MSL,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,19083.0,21321.0,24508.0,SRR23732287,N/A,N/A,N/A,N/A,N/A,SAMN33621957,6.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64136_220518_004520-bc1008.5mc.hifi_reads.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03225_lib1,single,size fractionation,GENOMIC,WGS,56904.0,21381.0,83.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64136_220518_004520-bc1008.5mc.hifi_reads.bam,PACBIO_SMRT,P2.2,18637.0,20656.0,23529.0,N/A,N/A,N/A,HG03225,N/A,C2,Megaruptor 1,SageELF,SRP305758,N/A,26.98,26980532443.0,1261872.0,N/A,HG03225,SAMN33621957,,MSL,AFR,YR3
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17041.0,19750.0,23558.0,SRR29405811,N/A,N/A,N/A,N/A,N/A,SAMN41021631,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_230707_175906_s3.hifi_reads.bc1015.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03270_PB1_m84091_230707_175906_s3,single,size fractionation,GENOMIC,WGS,62381.0,19740.0,75.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230707_175906_s3.hifi_reads.bc1015.bam,PACBIO_SMRT,Revio P1,16442.0,18758.0,22106.0,N/A,N/A,N/A,HG03270,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,112.11,112105606405.0,5678941.0,N/A,HG03270,SAMN41021631,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17028.0,19751.0,23619.0,SRR29405810,N/A,N/A,N/A,N/A,N/A,SAMN41021631,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_230710_183139_s4.hifi_reads.bc1015.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03270_PB1_m84091_230710_183139_s4,single,size fractionation,GENOMIC,WGS,63760.0,19750.0,102.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230710_183139_s4.hifi_reads.bc1015.bam,PACBIO_SMRT,Revio P1,16426.0,18741.0,22134.0,N/A,N/A,N/A,HG03270,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,87.91,87910720528.0,4451148.0,N/A,HG03270,SAMN41021631,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16681.0,19722.0,23552.0,SRR29405802,N/A,N/A,N/A,N/A,N/A,SAMN41021668,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_230721_145006_s3.hifi_reads.bc1009.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03369_PB1_m84091_230721_145006_s3,single,size fractionation,GENOMIC,WGS,62946.0,19379.0,109.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230721_145006_s3.hifi_reads.bc1009.bam,PACBIO_SMRT,Revio P1,15812.0,18566.0,22028.0,N/A,N/A,N/A,HG03369,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,91.7,91700590557.0,4731803.0,N/A,HG03369,SAMN41021668,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,16806.0,19695.0,23620.0,SRR29405803,N/A,N/A,N/A,N/A,N/A,SAMN41021668,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_230727_135923_s3.hifi_reads.bc1009.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03369_PB1_m84091_230727_135923_s3,single,size fractionation,GENOMIC,WGS,62797.0,19550.0,84.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230727_135923_s3.hifi_reads.bc1009.bam,PACBIO_SMRT,Revio P1,16081.0,18597.0,22062.0,N/A,N/A,N/A,HG03369,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,99.03,99031742869.0,5065533.0,N/A,HG03369,SAMN41021668,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17280.0,19956.0,23721.0,SRR29405804,N/A,N/A,N/A,N/A,N/A,SAMN41021693,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_231106_201855_s1.hifi_reads.bc1003.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03372_PB1_m84091_231106_201855_s1,single,size fractionation,GENOMIC,WGS,61686.0,20025.0,124.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_231106_201855_s1.hifi_reads.bc1003.bam,PACBIO_SMRT,Revio P1,16723.0,18985.0,22321.0,N/A,N/A,N/A,HG03372,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,82.65,82654306669.0,4127489.0,N/A,HG03372,SAMN41021693,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17441.0,20290.0,24317.0,SRR29405805,N/A,N/A,N/A,N/A,N/A,SAMN41021693,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_231214_204105_s2.hifi_reads.bc1003.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03372_PB1_m84091_231214_204105_s2,single,size fractionation,GENOMIC,WGS,56430.0,20339.0,163.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_231214_204105_s2.hifi_reads.bc1003.bam,PACBIO_SMRT,Revio P1,16831.0,19214.0,22762.0,N/A,N/A,N/A,HG03372,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,36.64,36636856565.0,1801269.0,N/A,HG03372,SAMN41021693,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18701.0,24138.0,30172.0,SRR29405806,N/A,N/A,N/A,N/A,N/A,SAMN41021693,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_240308_212739_s2.hifi_reads.bc1003.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03372_PB1_m84091_240308_212739_s2,single,size fractionation,GENOMIC,WGS,68454.0,21771.0,54.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03372/raw_data/PacBio_HiFi/m84091_240308_212739_s2.hifi_reads.bc1003.bam,PACBIO_SMRT,Revio P1,15590.0,20986.0,26861.0,N/A,N/A,N/A,HG03372,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,85.79,85787605612.0,3940309.0,N/A,HG03372,SAMN41021693,,ESN,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17553.0,21018.0,25786.0,SRR29405808,N/A,N/A,N/A,N/A,N/A,SAMN41021704,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_240110_204947_s3.hifi_reads.bc1015.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03445_PB1_m84091_240110_204947_s3,single,size fractionation,GENOMIC,WGS,67580.0,20874.0,87.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240110_204947_s3.hifi_reads.bc1015.bam,PACBIO_SMRT,Revio P1,16709.0,19547.0,23723.0,N/A,N/A,N/A,HG03445,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,65.1,65097127516.0,3118474.0,N/A,HG03445,SAMN41021704,,MSL,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,14791.0,18152.0,22221.0,SRR29405809,N/A,N/A,N/A,N/A,N/A,SAMN41021704,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_240311_162534_s1.hifi_reads.bc1015.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03445_PB1_m84091_240311_162534_s1,single,size fractionation,GENOMIC,WGS,50409.0,17376.0,122.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240311_162534_s1.hifi_reads.bc1015.bam,PACBIO_SMRT,Revio P1,13606.0,16599.0,20388.0,N/A,N/A,N/A,HG03445,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,85.92,85916791479.0,4944409.0,N/A,HG03445,SAMN41021704,,MSL,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,14916.0,18324.0,22466.0,SRR29405785,N/A,N/A,N/A,N/A,N/A,SAMN41021704,7.0.0,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m84091_240315_193817_s2.hifi_reads.bc1015.bam,N/A,vgl-lab@rockefeller.edu,Rockefeller University,Revio,HG03445_PB1_m84091_240315_193817_s2,single,size fractionation,GENOMIC,WGS,54186.0,17544.0,394.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03445/raw_data/PacBio_HiFi/m84091_240315_193817_s2.hifi_reads.bc1015.bam,PACBIO_SMRT,Revio P1,13717.0,16738.0,20594.0,N/A,N/A,N/A,HG03445,N/A,Revio C1,Megaruptor 3,Pippin HT,SRP305758,N/A,45.31,45311493139.0,2582676.0,N/A,HG03445,SAMN41021704,,MSL,AFR,YR4
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18033.0,19810.0,22523.0,SRR13684386,N/A,N/A,N/A,N/A,N/A,SAMN17861668,8.0.0.80529,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_200511_060458.ccs.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03453_lib1,single,size fractionation,GENOMIC,WGS,48820.0,20066.0,46.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200511_060458.ccs.bam,PACBIO_SMRT,,17726.0,19328.0,21710.0,N/A,N/A,N/A,HG03453,N/A,,Megaruptor 1,SageELF,SRP305758,N/A,39.53,39526964195.0,1969769.0,N/A,HG03453,SAMN17861668,SL50,MSL,AFR,YR1
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18055.0,19851.0,22597.0,SRR13684386,N/A,N/A,N/A,N/A,N/A,SAMN17861668,8.0.0.80529,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_200508_172634.ccs.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03453_lib1,single,size fractionation,GENOMIC,WGS,49546.0,20105.0,46.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200508_172634.ccs.bam,PACBIO_SMRT,,17748.0,19359.0,21770.0,N/A,N/A,N/A,HG03453,N/A,,Megaruptor 1,SageELF,SRP305758,N/A,40.65,40647101711.0,2021670.0,N/A,HG03453,SAMN17861668,SL50,MSL,AFR,YR1
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18068.0,19864.0,22610.0,SRR13684386,N/A,N/A,N/A,N/A,N/A,SAMN17861668,8.0.0.80529,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_200509_233929.ccs.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03453_lib1,single,size fractionation,GENOMIC,WGS,49421.0,20117.0,46.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200509_233929.ccs.bam,PACBIO_SMRT,,17757.0,19373.0,21782.0,N/A,N/A,N/A,HG03453,N/A,,Megaruptor 1,SageELF,SRP305758,N/A,41.59,41586898493.0,2067165.0,N/A,HG03453,SAMN17861668,SL50,MSL,AFR,YR1
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,18171.0,20011.0,22800.0,SRR13684386,N/A,N/A,N/A,N/A,N/A,SAMN17861668,8.0.0.80529,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_200512_123035.ccs.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03453_lib1,single,size fractionation,GENOMIC,WGS,49779.0,20253.0,45.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200512_123035.ccs.bam,PACBIO_SMRT,,17855.0,19506.0,21962.0,N/A,N/A,N/A,HG03453,N/A,,Megaruptor 1,SageELF,SRP305758,N/A,38.49,38494019627.0,1900582.0,N/A,HG03453,SAMN17861668,SL50,MSL,AFR,YR1
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17163.0,19140.0,22070.0,SRR13684385,N/A,N/A,N/A,N/A,N/A,SAMN17861669,8.0.0.80529,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_200606_175618.ccs.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03471_lib1,single,size fractionation,GENOMIC,WGS,50100.0,19241.0,45.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200606_175618.ccs.bam,PACBIO_SMRT,,16785.0,18546.0,21161.0,N/A,N/A,N/A,HG03471,N/A,,Megaruptor 1,SageELF,SRP305758,N/A,40.47,40465702550.0,2102995.0,N/A,HG03471,SAMN17861669,SL56i,MSL,AFR,YR1
N/A,N/A,N/A,N/A,N/A,N/A,,N/A,False,17226.0,19219.0,22152.0,SRR13684385,N/A,N/A,N/A,N/A,N/A,SAMN17861669,8.0.0.80529,N/A,unaligned reads,HiFi sequencing of 20kb fractionated gDNA,m64043_200611_073649.ccs.bam,N/A,tgraves@wustl.edu,Washington University,PacBio Sequel II,HG03471_lib1,single,size fractionation,GENOMIC,WGS,49235.0,19314.0,46.0,,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200611_073649.ccs.bam,PACBIO_SMRT,,16846.0,18626.0,21244.0,N/A,N/A,N/A,HG03471,N/A,,Megaruptor 1,SageELF,SRP305758,N/A,37.35,37350112108.0,1933742.0,N/A,HG03471,SAMN17861669,SL56i,MSL,AFR,YR1
